Start Time,End Time,Annotation,Tags (vertical bar separated)
"00:00:00","00:22:15","Context: This segment of Zafra depicts the tri-ethnic heritage of Puerto Ricans. It includes scenes from the plantations, scenes involving enslavement, and scenes depicting Christopher Colombus.....","add context"
"00:05:33","00:00:00","Diegetic music <br>anos despues <br>realidad de exploitacion <br>si no la tierra ",
