Start Time,End Time,Annotation,Tags (vertical bar separated)
"00:00:00","00:03:22","<b>Title: </b>&quot;En la hacienda de Caridad&quot;<br><b>Copyright ID:</b> LOC V1944P244<br><b>Rhythm:</b> Holandes de Santurce (Cangrejera) (Martin<br>(Coro)<br>En la hacienda Caridad se baila bomba <br>En la hacienda Caridad se baila bomba de verdad<br><br>","holandés"
